time,temperature_2m (°C),relative_humidity_2m (%),dew_point_2m (°C),apparent_temperature (°C),precipitation_probability (%),precipitation (mm),rain (mm),showers (mm),snowfall (cm),snow_depth (m),weather_code (wmo code),cloud_cover (%),visibility (m),wind_speed_10m (km/h),wind_gusts_10m (km/h),uv_index (),is_day ()
2025-06-17T02:00,17.3,90,15.6,18.2,0,0.00,0.00,0.00,0.00,0.00,2,51,13400.00,6.5,14.0,0.00,0
2025-06-17T03:00,17.1,91,15.6,18.5,0,0.00,0.00,0.00,0.00,0.00,0,6,13300.00,4.1,10.4,0.00,0
2025-06-17T04:00,16.5,92,15.2,17.3,0,0.00,0.00,0.00,0.00,0.00,0,3,13000.00,6.2,8.6,0.00,0
2025-06-17T05:00,16.3,93,15.2,17.2,0,0.00,0.00,0.00,0.00,0.00,0,1,12800.00,6.2,8.6,0.00,0
2025-06-17T06:00,16.0,94,15.0,17.0,0,0.00,0.00,0.00,0.00,0.00,0,2,12500.00,4.3,7.9,0.00,0
2025-06-17T07:00,15.5,93,14.4,16.2,0,0.00,0.00,0.00,0.00,0.00,0,4,12300.00,5.1,7.2,0.00,0
2025-06-17T08:00,15.4,88,13.4,15.8,0,0.00,0.00,0.00,0.00,0.00,0,1,14400.00,4.9,5.0,0.00,0
2025-06-17T09:00,14.9,91,13.5,15.5,0,0.00,0.00,0.00,0.00,0.00,0,3,12600.00,3.7,4.3,0.00,0
2025-06-17T10:00,15.0,93,13.9,16.1,0,0.00,0.00,0.00,0.00,0.00,0,7,12200.00,1.1,3.6,0.00,1
2025-06-17T11:00,16.4,95,15.6,17.4,0,0.00,0.00,0.00,0.00,0.00,3,92,12200.00,5.8,14.0,0.35,1
2025-06-17T12:00,17.5,96,16.8,19.2,0,0.00,0.00,0.00,0.00,0.00,3,98,12200.00,4.7,7.6,1.15,1
2025-06-17T13:00,19.4,92,18.0,21.6,0,0.00,0.00,0.00,0.00,0.00,3,100,13400.00,5.1,6.8,2.15,1
2025-06-17T14:00,20.5,89,18.6,22.2,0,0.00,0.00,0.00,0.00,0.00,3,81,14200.00,10.3,11.9,3.25,1
2025-06-17T15:00,19.7,95,18.9,21.9,0,0.00,0.00,0.00,0.00,0.00,3,97,12400.00,8.0,22.7,3.90,1
2025-06-17T16:00,22.0,81,18.6,23.6,0,0.00,0.00,0.00,0.00,0.00,3,92,17100.00,10.9,19.1,4.85,1
2025-06-17T17:00,24.2,75,19.5,26.5,0,0.00,0.00,0.00,0.00,0.00,1,27,20100.00,9.7,14.8,6.35,1
2025-06-17T18:00,26.3,63,18.7,29.4,0,0.00,0.00,0.00,0.00,0.00,0,8,26500.00,13.6,19.8,7.40,1
2025-06-17T19:00,25.5,61,17.4,27.7,1,0.00,0.00,0.00,0.00,0.00,0,2,27600.00,15.3,19.8,7.05,1
2025-06-17T20:00,25.3,64,18.0,27.3,1,0.00,0.00,0.00,0.00,0.00,0,3,25900.00,15.2,19.8,6.15,1
2025-06-17T21:00,23.7,74,18.8,25.2,1,0.00,0.00,0.00,0.00,0.00,0,4,20000.00,16.9,22.0,4.85,1
2025-06-17T22:00,22.9,80,19.2,24.2,0,0.00,0.00,0.00,0.00,0.00,0,3,17200.00,15.0,19.4,3.05,1
2025-06-17T23:00,22.4,78,18.4,23.5,0,0.00,0.00,0.00,0.00,0.00,0,5,18100.00,14.2,21.2,1.55,1
2025-06-18T00:00,21.3,82,18.1,22.4,0,0.00,0.00,0.00,0.00,0.00,0,3,16400.00,12.8,21.2,0.80,1
2025-06-18T01:00,19.7,88,17.7,21.2,0,0.00,0.00,0.00,0.00,0.00,0,3,14200.00,8.8,11.9,0.15,1
2025-06-18T02:00,19.4,88,17.4,21.3,0,0.00,0.00,0.00,0.00,0.00,0,0,14900.00,5.1,13.0,0.00,0
2025-06-18T03:00,19.3,92,18.0,21.6,0,0.00,0.00,0.00,0.00,0.00,0,1,13300.00,4.7,9.4,0.00,0
2025-06-18T04:00,19.6,89,17.7,21.3,1,0.00,0.00,0.00,0.00,0.00,3,100,14100.00,7.4,15.1,0.00,0
2025-06-18T05:00,20.5,88,18.5,22.3,1,0.00,0.00,0.00,0.00,0.00,0,0,14900.00,9.2,18.0,0.00,0
2025-06-18T06:00,20.0,88,18.0,21.6,1,0.00,0.00,0.00,0.00,0.00,3,100,14700.00,9.5,17.3,0.00,0
2025-06-18T07:00,20.2,92,18.9,22.6,3,0.00,0.00,0.00,0.00,0.00,1,39,12900.00,6.4,14.4,0.00,0
2025-06-18T08:00,20.4,93,19.2,23.5,5,0.00,0.00,0.00,0.00,0.00,1,39,13100.00,2.4,7.9,0.00,0
2025-06-18T09:00,20.7,90,19.0,23.6,4,0.00,0.00,0.00,0.00,0.00,3,100,3400.00,3.3,10.8,0.00,0
2025-06-18T10:00,21.0,93,19.8,24.4,2,0.00,0.00,0.00,0.00,0.00,3,100,13000.00,2.6,7.6,0.00,1
2025-06-18T11:00,21.4,96,20.7,25.2,1,0.00,0.00,0.00,0.00,0.00,3,100,12200.00,2.9,9.0,0.35,1
2025-06-18T12:00,21.8,93,20.6,25.1,2,0.00,0.00,0.00,0.00,0.00,3,100,12500.00,5.6,11.5,1.20,1
2025-06-18T13:00,23.8,87,21.5,27.6,1,0.00,0.00,0.00,0.00,0.00,2,58,15100.00,5.6,10.4,2.35,1
2025-06-18T14:00,25.1,80,21.4,29.3,1,0.00,0.00,0.00,0.00,0.00,0,5,19000.00,2.6,6.8,2.05,1
2025-06-18T15:00,26.5,73,21.3,31.6,6,0.00,0.00,0.00,0.00,0.00,0,18,22100.00,3.6,9.4,3.20,1
2025-06-18T16:00,27.8,75,22.9,34.5,15,0.00,0.00,0.00,0.00,0.00,1,29,20800.00,1.5,8.6,0.55,1
2025-06-18T17:00,24.7,82,21.4,27.7,32,0.70,0.70,0.00,0.00,0.00,53,100,17200.00,10.7,12.2,3.05,1
2025-06-18T18:00,24.4,95,23.5,29.7,57,0.30,0.30,0.00,0.00,0.00,51,100,12700.00,3.1,7.9,1.45,1
2025-06-18T19:00,24.4,93,23.2,29.9,24,0.00,0.00,0.00,0.00,0.00,3,100,14200.00,1.3,13.0,3.30,1
2025-06-18T20:00,22.5,92,21.1,25.4,56,0.10,0.10,0.00,0.00,0.00,51,100,13800.00,10.5,13.3,0.80,1
2025-06-18T21:00,21.0,91,19.5,23.2,61,8.50,8.50,0.00,0.00,0.00,65,100,9000.00,9.7,13.7,0.50,1
2025-06-18T22:00,22.2,87,20.0,25.4,43,0.00,0.00,0.00,0.00,0.00,3,99,16400.00,4.3,5.8,0.45,1
2025-06-18T23:00,22.3,83,19.3,25.5,27,0.00,0.00,0.00,0.00,0.00,45,99,300.00,2.5,10.1,1.75,1
2025-06-19T00:00,22.0,87,19.8,24.6,15,0.00,0.00,0.00,0.00,0.00,3,99,15900.00,8.2,17.3,0.80,1
2025-06-19T01:00,20.5,95,19.7,23.6,2,0.00,0.00,0.00,0.00,0.00,3,81,12500.00,4.7,13.0,0.05,1
2025-06-19T02:00,20.2,95,19.4,22.7,5,0.00,0.00,0.00,0.00,0.00,3,98,12300.00,6.9,9.7,0.00,0
2025-06-19T03:00,19.7,95,18.9,22.7,1,0.00,0.00,0.00,0.00,0.00,1,47,12200.00,2.6,4.3,0.00,0
2025-06-19T04:00,20.0,91,18.5,22.8,3,0.00,0.00,0.00,0.00,0.00,45,100,300.00,2.4,13.0,0.00,0
2025-06-19T05:00,20.3,93,19.2,23.5,5,0.00,0.00,0.00,0.00,0.00,45,100,300.00,2.2,2.2,0.00,0
2025-06-19T06:00,19.9,97,19.4,22.0,63,0.10,0.10,0.00,0.00,0.00,51,100,300.00,9.7,14.4,0.00,0
2025-06-19T07:00,20.0,97,19.5,22.6,68,0.00,0.00,0.00,0.00,0.00,3,100,3300.00,6.5,16.2,0.00,0
2025-06-19T08:00,19.6,96,18.9,21.2,19,0.00,0.00,0.00,0.00,0.00,3,100,12200.00,11.5,27.0,0.00,0
2025-06-19T09:00,19.8,93,18.6,21.3,20,0.00,0.00,0.00,0.00,0.00,3,100,13200.00,11.8,27.7,0.00,0
2025-06-19T10:00,19.7,91,18.2,21.0,8,0.00,0.00,0.00,0.00,0.00,3,100,13700.00,11.5,28.1,0.00,1
2025-06-19T11:00,19.6,90,17.9,20.4,5,0.00,0.00,0.00,0.00,0.00,3,100,14400.00,14.2,35.6,0.25,1
2025-06-19T12:00,19.7,84,16.9,19.8,4,0.00,0.00,0.00,0.00,0.00,3,100,16700.00,16.2,42.5,0.25,1
2025-06-19T13:00,19.8,90,18.1,19.5,4,0.00,0.00,0.00,0.00,0.00,3,100,14100.00,22.2,47.2,0.35,1
2025-06-19T14:00,20.1,91,18.6,20.1,4,0.00,0.00,0.00,0.00,0.00,3,100,13600.00,21.6,45.4,0.85,1
2025-06-19T15:00,20.4,86,18.0,20.6,2,0.00,0.00,0.00,0.00,0.00,3,100,15300.00,19.1,46.8,3.05,1
2025-06-19T16:00,20.5,87,18.3,20.4,10,0.00,0.00,0.00,0.00,0.00,3,100,15000.00,21.7,50.4,1.25,1
2025-06-19T17:00,22.1,89,20.2,22.6,6,0.00,0.00,0.00,0.00,0.00,3,99,14300.00,23.8,54.4,1.95,1
2025-06-19T18:00,23.7,79,19.8,24.0,16,0.00,0.00,0.00,0.00,0.00,3,100,19400.00,23.7,50.4,1.70,1
2025-06-19T19:00,21.5,81,18.1,20.2,8,0.00,0.00,0.00,0.00,0.00,1,30,18800.00,29.1,49.7,7.00,1
2025-06-19T20:00,20.2,74,15.4,17.6,1,0.00,0.00,0.00,0.00,0.00,3,100,22000.00,30.0,49.0,1.95,1
2025-06-19T21:00,19.2,76,14.8,15.3,1,0.00,0.00,0.00,0.00,0.00,3,100,21000.00,37.5,65.2,0.70,1
2025-06-19T22:00,18.3,81,15.0,14.5,2,0.00,0.00,0.00,0.00,0.00,3,100,18300.00,37.1,71.3,0.60,1
2025-06-19T23:00,17.6,81,14.3,13.5,4,0.00,0.00,0.00,0.00,0.00,3,100,18000.00,37.5,72.4,0.30,1
2025-06-20T00:00,17.4,79,13.7,14.2,14,0.00,0.00,0.00,0.00,0.00,3,100,18900.00,30.6,61.2,0.10,1
2025-06-20T01:00,17.1,78,13.2,14.1,8,0.00,0.00,0.00,0.00,0.00,3,100,19500.00,27.3,60.5,0.05,1
2025-06-20T02:00,16.3,80,12.8,13.3,7,0.00,0.00,0.00,0.00,0.00,1,33,18400.00,26.4,59.0,0.00,0
2025-06-20T03:00,16.0,78,12.2,13.9,3,0.00,0.00,0.00,0.00,0.00,3,99,19300.00,19.5,42.8,0.00,0
2025-06-20T04:00,16.1,79,12.5,14.5,1,0.00,0.00,0.00,0.00,0.00,0,8,19000.00,16.5,40.3,0.00,0
2025-06-20T05:00,15.5,83,12.7,14.5,0,0.00,0.00,0.00,0.00,0.00,0,0,17000.00,12.6,27.0,0.00,0
2025-06-20T06:00,14.9,87,12.8,13.9,0,0.00,0.00,0.00,0.00,0.00,2,55,15000.00,13.0,34.2,0.00,0
2025-06-20T07:00,15.2,85,12.7,14.2,0,0.00,0.00,0.00,0.00,0.00,0,0,16100.00,12.5,26.6,0.00,0
2025-06-20T08:00,15.1,86,12.8,14.3,0,0.00,0.00,0.00,0.00,0.00,0,0,15700.00,11.5,21.2,0.00,0
2025-06-20T09:00,14.9,88,12.9,14.5,0,0.00,0.00,0.00,0.00,0.00,0,0,15000.00,9.2,18.4,0.00,0
2025-06-20T10:00,14.9,88,13.0,14.6,0,0.00,0.00,0.00,0.00,0.00,3,100,14800.00,8.6,19.4,0.00,1
2025-06-20T11:00,15.4,92,14.1,16.0,0,0.00,0.00,0.00,0.00,0.00,0,2,13800.00,5.2,12.6,0.35,1
2025-06-20T12:00,16.3,90,14.6,16.7,0,0.00,0.00,0.00,0.00,0.00,3,100,14300.00,8.0,18.4,1.20,1
2025-06-20T13:00,17.8,88,15.8,18.4,0,0.00,0.00,0.00,0.00,0.00,3,100,15500.00,10.0,21.2,2.45,1
2025-06-20T14:00,19.2,80,15.6,19.3,0,0.00,0.00,0.00,0.00,0.00,3,100,19200.00,12.5,22.7,3.95,1
2025-06-20T15:00,21.0,78,17.0,22.6,0,0.00,0.00,0.00,0.00,0.00,1,37,20400.00,8.6,20.2,5.35,1
2025-06-20T16:00,22.7,63,15.3,25.0,0,0.00,0.00,0.00,0.00,0.00,1,28,29300.00,9.0,15.8,6.50,1
2025-06-20T17:00,21.8,80,18.2,24.7,0,0.00,0.00,0.00,0.00,0.00,0,13,17700.00,11.0,16.2,7.05,1
2025-06-20T18:00,24.0,70,18.2,27.2,1,0.00,0.00,0.00,0.00,0.00,0,5,23800.00,12.3,23.0,7.35,1
2025-06-20T19:00,25.7,59,17.1,28.2,0,0.00,0.00,0.00,0.00,0.00,1,36,31100.00,13.3,23.0,6.50,1
2025-06-20T20:00,26.6,49,15.0,26.5,2,0.00,0.00,0.00,0.00,0.00,0,16,40400.00,20.2,32.0,6.15,1
2025-06-20T21:00,26.3,51,15.3,26.1,6,0.00,0.00,0.00,0.00,0.00,1,23,37600.00,15.9,27.7,4.85,1
2025-06-20T22:00,26.4,50,15.1,25.4,2,0.00,0.00,0.00,0.00,0.00,1,22,37400.00,18.7,25.2,3.40,1
2025-06-20T23:00,24.3,59,15.8,24.2,1,0.00,0.00,0.00,0.00,0.00,0,0,31100.00,14.5,28.8,2.00,1
2025-06-21T00:00,23.8,60,15.6,23.7,0,0.00,0.00,0.00,0.00,0.00,0,0,30800.00,13.9,28.8,0.85,1
2025-06-21T01:00,22.2,60,14.1,22.2,0,0.00,0.00,0.00,0.00,0.00,0,0,31400.00,9.0,27.7,0.20,1
2025-06-21T02:00,20.6,66,14.1,20.6,0,0.00,0.00,0.00,0.00,0.00,0,0,27100.00,9.4,24.8,0.00,0
2025-06-21T03:00,19.5,74,14.7,20.0,0,0.00,0.00,0.00,0.00,0.00,0,0,22400.00,7.2,13.7,0.00,0
2025-06-21T04:00,18.9,79,15.2,19.8,2,0.00,0.00,0.00,0.00,0.00,0,15,19600.00,6.2,11.2,0.00,0
2025-06-21T05:00,18.5,82,15.4,19.3,4,0.00,0.00,0.00,0.00,0.00,0,0,17500.00,6.9,10.8,0.00,0
2025-06-21T06:00,18.5,79,14.8,19.5,3,0.00,0.00,0.00,0.00,0.00,0,0,19200.00,4.4,9.4,0.00,0
2025-06-21T07:00,18.3,82,15.2,19.3,1,0.00,0.00,0.00,0.00,0.00,0,0,18000.00,4.7,4.7,0.00,0
2025-06-21T08:00,17.8,86,15.5,18.7,1,0.00,0.00,0.00,0.00,0.00,0,0,15500.00,6.6,9.7,0.00,0
2025-06-21T09:00,17.2,91,15.7,18.2,1,0.00,0.00,0.00,0.00,0.00,1,39,13800.00,7.0,15.8,0.00,0
2025-06-21T10:00,17.2,91,15.7,18.7,2,0.00,0.00,0.00,0.00,0.00,3,100,13500.00,3.2,13.3,0.00,1
2025-06-21T11:00,17.4,95,16.6,18.5,4,0.00,0.00,0.00,0.00,0.00,0,5,12500.00,8.6,14.0,0.35,1
2025-06-21T12:00,18.5,95,17.7,19.7,5,0.00,0.00,0.00,0.00,0.00,1,30,3300.00,11.2,16.9,1.20,1
2025-06-21T13:00,19.3,94,18.3,21.1,0,0.00,0.00,0.00,0.00,0.00,0,11,13200.00,8.8,19.4,2.35,1
2025-06-21T14:00,20.8,89,18.9,23.0,0,0.00,0.00,0.00,0.00,0.00,2,51,14800.00,9.3,19.1,3.75,1
2025-06-21T15:00,22.1,84,19.3,24.7,3,0.00,0.00,0.00,0.00,0.00,3,87,17100.00,11.4,21.6,5.40,1
2025-06-21T16:00,23.6,79,19.8,27.1,0,0.00,0.00,0.00,0.00,0.00,3,80,18500.00,10.7,15.5,6.60,1
2025-06-21T17:00,24.3,78,20.2,28.3,2,0.00,0.00,0.00,0.00,0.00,3,99,18200.00,8.2,19.8,7.35,1
2025-06-21T18:00,22.9,81,19.4,24.5,7,0.00,0.00,0.00,0.00,0.00,3,100,16900.00,14.5,23.8,7.50,1
2025-06-21T19:00,21.0,85,18.4,21.8,38,1.20,1.20,0.00,0.00,0.00,55,99,15200.00,15.7,23.4,6.50,1
2025-06-21T20:00,21.7,96,21.1,25.2,26,0.20,0.20,0.00,0.00,0.00,51,99,12400.00,6.6,10.8,5.65,1
2025-06-21T21:00,23.5,85,20.8,25.8,21,0.00,0.00,0.00,0.00,0.00,3,99,17000.00,13.2,20.5,4.50,1
2025-06-21T22:00,22.2,85,19.5,23.8,2,0.00,0.00,0.00,0.00,0.00,3,99,16500.00,13.8,29.5,3.35,1
2025-06-21T23:00,22.8,74,18.0,23.6,1,0.00,0.00,0.00,0.00,0.00,1,21,22500.00,14.8,27.4,1.90,1
2025-06-22T00:00,23.3,69,17.3,23.7,0,0.00,0.00,0.00,0.00,0.00,0,11,24900.00,14.8,37.1,0.90,1
2025-06-22T01:00,22.9,77,18.7,25.2,0,0.00,0.00,0.00,0.00,0.00,1,20,20700.00,6.9,17.3,0.20,1
2025-06-22T02:00,23.1,73,18.0,24.1,1,0.00,0.00,0.00,0.00,0.00,0,0,21700.00,12.6,23.8,0.00,0
2025-06-22T03:00,23.0,68,16.8,23.5,0,0.00,0.00,0.00,0.00,0.00,45,3,300.00,12.7,24.5,0.00,0
2025-06-22T04:00,24.4,61,16.4,23.9,4,0.00,0.00,0.00,0.00,0.00,0,0,30700.00,19.3,33.8,0.00,0
2025-06-22T05:00,24.2,69,18.2,24.3,2,0.00,0.00,0.00,0.00,0.00,0,0,24700.00,20.3,34.6,0.00,0
2025-06-22T06:00,24.9,64,17.6,24.7,4,0.00,0.00,0.00,0.00,0.00,1,31,28100.00,19.7,43.9,0.00,0
2025-06-22T07:00,24.7,66,17.9,24.9,5,0.00,0.00,0.00,0.00,0.00,0,6,26800.00,17.8,33.1,0.00,0
2025-06-22T08:00,24.4,68,18.1,25.2,1,0.00,0.00,0.00,0.00,0.00,0,6,25200.00,15.3,29.5,0.00,0
2025-06-22T09:00,24.0,73,18.9,25.0,2,0.00,0.00,0.00,0.00,0.00,0,2,21700.00,16.4,35.6,0.00,0
2025-06-22T10:00,23.3,79,19.5,24.7,1,0.00,0.00,0.00,0.00,0.00,3,100,19100.00,15.0,26.3,0.00,1
2025-06-22T11:00,25.0,76,20.5,26.4,9,0.00,0.00,0.00,0.00,0.00,0,2,20200.00,19.0,44.3,0.35,1
2025-06-22T12:00,25.6,85,22.9,28.7,3,0.00,0.00,0.00,0.00,0.00,0,0,16400.00,16.2,42.5,1.05,1
2025-06-22T13:00,27.9,77,23.5,31.3,2,0.00,0.00,0.00,0.00,0.00,0,0,20100.00,16.0,38.2,1.70,1
2025-06-22T14:00,29.7,68,23.2,32.7,2,0.00,0.00,0.00,0.00,0.00,0,6,25300.00,18.8,34.9,3.10,1
2025-06-22T15:00,30.8,69,24.5,34.7,6,0.00,0.00,0.00,0.00,0.00,95,26,23800.00,22.9,36.0,3.50,1
2025-06-22T16:00,32.3,67,25.4,37.6,7,0.00,0.00,0.00,0.00,0.00,95,42,24600.00,20.3,29.5,5.30,1
2025-06-22T17:00,32.5,63,24.6,37.7,4,0.00,0.00,0.00,0.00,0.00,95,100,27800.00,13.1,21.2,4.55,1
2025-06-22T18:00,32.8,65,25.3,38.0,8,0.00,0.00,0.00,0.00,0.00,95,100,25800.00,12.1,17.6,2.90,1
2025-06-22T19:00,33.5,62,25.2,39.1,3,0.00,0.00,0.00,0.00,0.00,95,25,28000.00,9.6,13.7,6.50,1
2025-06-22T20:00,33.5,65,26.0,39.4,6,0.00,0.00,0.00,0.00,0.00,95,2,25900.00,16.9,20.5,5.35,1
2025-06-22T21:00,32.2,74,27.0,38.9,2,0.00,0.00,0.00,0.00,0.00,95,4,20700.00,14.2,25.9,2.55,1
2025-06-22T22:00,32.3,65,24.9,37.1,1,0.00,0.00,0.00,0.00,0.00,95,2,25600.00,12.8,24.5,3.05,1
2025-06-22T23:00,32.6,59,23.5,37.1,0,0.00,0.00,0.00,0.00,0.00,95,7,29900.00,8.5,20.9,2.00,1
2025-06-23T00:00,32.5,59,23.5,37.0,0,0.00,0.00,0.00,0.00,0.00,95,0,31500.00,9.2,25.9,0.90,1
2025-06-23T01:00,29.8,65,22.5,33.7,0,0.00,0.00,0.00,0.00,0.00,95,11,26300.00,9.1,23.4,0.20,1
2025-06-23T02:00,28.6,75,23.7,32.7,0,0.00,0.00,0.00,0.00,0.00,95,0,20500.00,12.1,24.1,0.00,0
2025-06-23T03:00,28.7,72,23.2,32.5,0,0.00,0.00,0.00,0.00,0.00,0,5,23000.00,12.5,29.9,0.00,0
2025-06-23T04:00,26.8,80,23.0,31.1,0,0.00,0.00,0.00,0.00,0.00,0,4,18300.00,8.4,18.0,0.00,0
2025-06-23T05:00,26.4,80,22.7,30.9,0,0.00,0.00,0.00,0.00,0.00,0,0,18900.00,5.6,13.3,0.00,0
2025-06-23T06:00,25.5,84,22.6,29.9,0,0.00,0.00,0.00,0.00,0.00,0,2,17000.00,5.4,13.3,0.00,0
2025-06-23T07:00,24.2,88,22.1,28.6,0,0.00,0.00,0.00,0.00,0.00,0,0,15600.00,4.3,14.4,0.00,0
2025-06-23T08:00,22.6,92,21.3,26.5,0,0.00,0.00,0.00,0.00,0.00,0,0,13700.00,4.7,10.8,0.00,0
2025-06-23T09:00,22.1,91,20.5,25.4,0,0.00,0.00,0.00,0.00,0.00,0,0,14300.00,5.5,14.8,0.00,0
2025-06-23T10:00,22.0,89,20.1,25.4,0,0.00,0.00,0.00,0.00,0.00,0,1,14200.00,3.3,10.1,0.00,1
2025-06-23T11:00,23.1,88,21.0,26.8,0,0.00,0.00,0.00,0.00,0.00,0,1,15100.00,4.6,10.1,0.35,1
2025-06-23T12:00,23.8,90,22.0,27.8,0,0.00,0.00,0.00,0.00,0.00,0,1,14300.00,6.5,9.4,1.25,1
2025-06-23T13:00,25.4,81,21.9,28.8,0,0.00,0.00,0.00,0.00,0.00,0,5,18200.00,9.9,15.5,2.50,1
2025-06-23T14:00,27.7,79,23.8,32.4,0,0.00,0.00,0.00,0.00,0.00,0,0,18900.00,10.3,21.2,4.00,1
2025-06-23T15:00,29.6,78,25.3,36.3,0,0.00,0.00,0.00,0.00,0.00,0,0,18900.00,9.7,23.0,5.45,1
2025-06-23T16:00,30.5,81,26.9,37.6,0,0.00,0.00,0.00,0.00,0.00,95,2,17100.00,17.5,27.0,6.60,1
2025-06-23T17:00,33.2,61,24.6,38.9,0,0.00,0.00,0.00,0.00,0.00,95,15,28500.00,17.7,25.6,7.35,1
2025-06-23T18:00,34.7,52,23.4,39.6,0,0.00,0.00,0.00,0.00,0.00,0,13,36000.00,18.0,30.2,7.55,1
2025-06-23T19:00,35.6,45,21.8,39.6,0,0.00,0.00,0.00,0.00,0.00,0,3,43300.00,17.8,28.4,7.20,1
2025-06-23T20:00,34.9,43,20.5,37.5,0,0.00,0.00,0.00,0.00,0.00,0,0,45000.00,19.5,31.7,6.30,1
2025-06-23T21:00,35.9,40,20.2,38.2,0,0.00,0.00,0.00,0.00,0.00,0,0,49700.00,17.0,31.0,5.00,1
2025-06-23T22:00,35.9,36,18.5,36.6,0,0.00,0.00,0.00,0.00,0.00,0,0,56000.00,17.0,33.8,3.55,1
2025-06-23T23:00,33.0,49,20.9,35.2,0,0.00,0.00,0.00,0.00,0.00,0,0,39900.00,14.5,34.9,2.05,1
2025-06-24T00:00,32.4,53,21.6,34.4,0,0.00,0.00,0.00,0.00,0.00,0,0,35600.00,18.6,41.0,0.90,1
2025-06-24T01:00,29.5,62,21.4,32.3,0,0.00,0.00,0.00,0.00,0.00,0,0,28000.00,12.0,36.7,0.20,1
2025-06-24T02:00,28.7,63,21.0,31.3,0,0.00,0.00,0.00,0.00,0.00,0,0,27400.00,12.2,32.0,0.00,0
2025-06-24T03:00,27.5,62,19.6,29.8,0,0.00,0.00,0.00,0.00,0.00,0,0,28600.00,9.5,19.1,0.00,0
2025-06-24T04:00,26.5,68,20.1,29.4,0,0.00,0.00,0.00,0.00,0.00,0,0,24900.00,7.1,16.2,0.00,0
2025-06-24T05:00,26.7,68,20.3,29.2,0,0.00,0.00,0.00,0.00,0.00,0,0,25100.00,10.2,20.9,0.00,0
2025-06-24T06:00,25.4,74,20.4,27.9,0,0.00,0.00,0.00,0.00,0.00,0,0,21400.00,10.6,19.8,0.00,0
2025-06-24T07:00,25.5,71,19.9,28.1,0,0.00,0.00,0.00,0.00,0.00,0,0,23400.00,8.2,18.7,0.00,0
2025-06-24T08:00,25.1,72,19.7,27.6,0,0.00,0.00,0.00,0.00,0.00,0,0,23200.00,8.7,19.1,0.00,0
2025-06-24T09:00,24.6,75,19.9,26.9,0,0.00,0.00,0.00,0.00,0.00,0,0,21100.00,10.5,22.7,0.00,0
2025-06-24T10:00,24.5,77,20.2,27.0,0,0.00,0.00,0.00,0.00,0.00,0,0,19800.00,10.1,19.4,0.00,1
2025-06-24T11:00,25.7,78,21.6,29.3,0,0.00,0.00,0.00,0.00,0.00,1,22,20400.00,7.4,20.9,0.35,1
2025-06-24T12:00,26.8,77,22.5,30.9,0,0.00,0.00,0.00,0.00,0.00,0,2,20100.00,7.7,20.9,1.15,1
2025-06-24T13:00,29.2,69,23.0,33.1,0,0.00,0.00,0.00,0.00,0.00,0,0,24900.00,11.0,21.2,2.35,1
2025-06-24T14:00,30.9,66,23.8,35.5,0,0.00,0.00,0.00,0.00,0.00,0,4,26200.00,10.7,19.8,3.80,1
2025-06-24T15:00,31.9,64,24.3,37.4,0,0.00,0.00,0.00,0.00,0.00,0,5,26600.00,12.4,22.0,5.45,1
2025-06-24T16:00,32.8,63,24.8,39.2,0,0.00,0.00,0.00,0.00,0.00,0,7,27300.00,12.1,22.3,6.50,1
2025-06-24T17:00,34.7,50,22.8,38.9,0,0.00,0.00,0.00,0.00,0.00,1,22,37700.00,16.4,26.3,7.00,1
2025-06-24T18:00,34.6,44,20.6,38.3,2,0.00,0.00,0.00,0.00,0.00,1,42,44500.00,10.5,23.0,7.45,1
2025-06-24T19:00,34.3,46,21.1,35.5,5,0.00,0.00,0.00,0.00,0.00,0,19,41900.00,23.7,32.8,7.15,1
2025-06-24T20:00,35.1,43,20.6,36.5,6,0.00,0.00,0.00,0.00,0.00,0,15,43700.00,25.6,36.0,6.30,1
2025-06-24T21:00,33.9,47,21.0,36.0,3,0.00,0.00,0.00,0.00,0.00,0,13,40400.00,19.8,31.7,5.00,1
2025-06-24T22:00,33.5,44,19.6,34.1,2,0.00,0.00,0.00,0.00,0.00,0,0,43800.00,20.9,31.3,3.50,1
2025-06-24T23:00,32.1,52,21.0,34.1,0,0.00,0.00,0.00,0.00,0.00,0,1,36200.00,16.2,23.4,2.05,1
2025-06-25T00:00,31.8,45,18.4,32.3,0,0.00,0.00,0.00,0.00,0.00,1,28,43100.00,17.8,28.1,0.90,1
2025-06-25T01:00,29.8,54,19.5,31.7,0,0.00,0.00,0.00,0.00,0.00,0,0,34400.00,11.8,24.8,0.20,1
2025-06-25T02:00,27.2,66,20.3,29.6,0,0.00,0.00,0.00,0.00,0.00,0,0,25400.00,11.0,25.9,0.00,0
2025-06-25T03:00,26.3,65,19.2,28.6,0,0.00,0.00,0.00,0.00,0.00,0,0,26500.00,8.0,17.6,0.00,0
2025-06-25T04:00,25.0,74,20.0,28.3,0,0.00,0.00,0.00,0.00,0.00,0,6,21300.00,4.0,12.6,0.00,0
2025-06-25T05:00,25.2,70,19.3,27.6,0,0.00,0.00,0.00,0.00,0.00,0,5,23600.00,7.9,16.6,0.00,0
2025-06-25T06:00,24.8,70,19.0,26.9,1,0.00,0.00,0.00,0.00,0.00,0,5,24000.00,9.2,19.8,0.00,0
